trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
7101,False,"{'a': 0.9, 'e': 0.0008213568675006485}",25,8,33.86217015800014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7102,False,"{'a': 0.9, 'e': 0.0008205355106331479}",20,12,14.87484136654449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7103,False,"{'a': 0.9, 'e': 0.0008197149751225148}",25,6,33.4781172873261,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7104,False,"{'a': 0.9, 'e': 0.0008188952601473923}",25,12,23.910118304497146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7105,False,"{'a': 0.9, 'e': 0.0008180763648872448}",25,19,12.861957812791456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7106,False,"{'a': 0.9, 'e': 0.0008172582885223575}",30,20,20.548837457853825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7107,False,"{'a': 0.9, 'e': 0.0008164410302338353}",20,10,20.928122898144537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7108,False,"{'a': 0.9, 'e': 0.0008156245892036014}",20,13,12.852357126392757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7109,False,"{'a': 0.9, 'e': 0.0008148089646143978}",25,8,20.22428405399597,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
7110,False,"{'a': 0.9, 'e': 0.0008139941556497834}",20,8,22.097188112285885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7111,False,"{'a': 0.9, 'e': 0.0008131801614941336}",35,24,24.8714494808556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7112,False,"{'a': 0.9, 'e': 0.0008123669813326395}",25,13,23.56743888269481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7113,False,"{'a': 0.9, 'e': 0.0008115546143513068}",20,8,24.139602067386473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7114,False,"{'a': 0.9, 'e': 0.0008107430597369556}",20,6,23.977013572654293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7115,False,"{'a': 0.9, 'e': 0.0008099323166772186}",20,16,7.199679171624907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7116,False,"{'a': 0.9, 'e': 0.0008091223843605413}",30,20,21.01169169887451,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7117,False,"{'a': 0.9, 'e': 0.0008083132619761808}",25,15,17.580925749729406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7118,False,"{'a': 0.9, 'e': 0.0008075049487142046}",20,10,21.548385932502022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7119,False,"{'a': 0.9, 'e': 0.0008066974437654904}",20,6,24.770500987727914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7120,False,"{'a': 0.9, 'e': 0.000805890746321725}",20,13,14.67011889123675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7121,False,"{'a': 0.9, 'e': 0.0008050848555754032}",30,19,19.00249497612741,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7122,False,"{'a': 0.9, 'e': 0.0008042797707198278}",20,1,35.96072166305635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
7123,False,"{'a': 0.9, 'e': 0.000803475490949108}",25,18,13.152173353902452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7124,False,"{'a': 0.9, 'e': 0.0008026720154581589}",20,7,26.511172515993913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7125,False,"{'a': 0.9, 'e': 0.0008018693434427007}",30,18,23.6206070538322,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7126,False,"{'a': 0.9, 'e': 0.000801067474099258}",20,11,16.176901699011967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7127,False,"{'a': 0.9, 'e': 0.0008002664066251588}",30,7,38.73506276755571,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7128,False,"{'a': 0.9, 'e': 0.0007994661402185336}",20,16,8.735830936148965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7129,False,"{'a': 0.9, 'e': 0.000798666674078315}",25,11,21.93631566402383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7130,False,"{'a': 0.9, 'e': 0.0007978680074042367}",30,8,42.402465250967104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7131,False,"{'a': 0.9, 'e': 0.0007970701393968325}",25,13,23.9928897656388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7132,False,"{'a': 0.9, 'e': 0.0007962730692574356}",20,12,14.471122759445258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7133,False,"{'a': 0.9, 'e': 0.0007954767961881783}",25,5,33.73824493255272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7134,False,"{'a': 0.9, 'e': 0.0007946813193919901}",35,21,26.973325071395678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7135,False,"{'a': 0.9, 'e': 0.0007938866380725981}",20,8,22.607941884583507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7136,False,"{'a': 0.9, 'e': 0.0007930927514345255}",30,13,31.338930129095694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7137,False,"{'a': 0.9, 'e': 0.0007922996586830909}",20,8,21.822565156662286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7138,False,"{'a': 0.9, 'e': 0.0007915073590244079}",25,17,15.553045284799293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7139,False,"{'a': 0.9, 'e': 0.0007907158516653835}",30,20,17.752974848151485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7140,False,"{'a': 0.9, 'e': 0.000789925135813718}",35,12,42.06349520055627,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7141,False,"{'a': 0.9, 'e': 0.0007891352106779043}",25,11,29.646790879309805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7142,False,"{'a': 0.9, 'e': 0.0007883460754672264}",35,25,16.491797040390047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7143,False,"{'a': 0.9, 'e': 0.0007875577293917593}",25,16,21.152032102135248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7144,False,"{'a': 0.9, 'e': 0.0007867701716623675}",20,7,22.21610452464745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7145,False,"{'a': 0.9, 'e': 0.0007859834014907051}",25,14,21.848721163063093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7146,False,"{'a': 0.9, 'e': 0.0007851974180892144}",25,11,28.707897603170867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7147,False,"{'a': 0.9, 'e': 0.0007844122206711251}",30,14,29.695504295918663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7148,False,"{'a': 0.9, 'e': 0.000783627808450454}",20,9,21.11142827265806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7149,False,"{'a': 0.9, 'e': 0.0007828441806420036}",25,18,12.847676267792064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7150,False,"{'a': 0.9, 'e': 0.0007820613364613616}",20,10,17.820754712288867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7151,False,"{'a': 0.9, 'e': 0.0007812792751249003}",30,17,22.226804955902562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7152,False,"{'a': 0.9, 'e': 0.0007804979958497754}",20,14,12.168028270619489,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7153,False,"{'a': 0.9, 'e': 0.0007797174978539256}",20,16,6.010906174917391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7154,False,"{'a': 0.9, 'e': 0.0007789377803560716}",25,15,23.08405668916733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7155,False,"{'a': 0.9, 'e': 0.0007781588425757155}",20,6,22.969644052552056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7156,False,"{'a': 0.9, 'e': 0.0007773806837331398}",30,3,45.43761574011687,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
7157,False,"{'a': 0.9, 'e': 0.0007766033030494067}",20,14,12.121706049565539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7158,False,"{'a': 0.9, 'e': 0.0007758266997463573}",25,14,19.357960141686345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7159,False,"{'a': 0.9, 'e': 0.0007750508730466109}",20,2,33.05512429372973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7160,False,"{'a': 0.9, 'e': 0.0007742758221735643}",30,14,25.7546226785323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7161,False,"{'a': 0.9, 'e': 0.0007735015463513908}",20,16,6.656625257884424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7162,False,"{'a': 0.9, 'e': 0.0007727280448050393}",20,7,23.73737817845835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7163,False,"{'a': 0.9, 'e': 0.0007719553167602343}",25,8,29.787979813312646,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7164,False,"{'a': 0.9, 'e': 0.000771183361443474}",25,2,34.96616062743811,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
7165,False,"{'a': 0.9, 'e': 0.0007704121780820306}",30,19,18.345194960887987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7166,False,"{'a': 0.9, 'e': 0.0007696417659039486}",20,13,11.171472615569384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7167,False,"{'a': 0.9, 'e': 0.0007688721241380447}",20,5,24.430491605312124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7168,False,"{'a': 0.9, 'e': 0.0007681032520139066}",25,9,28.87341083708128,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7169,False,"{'a': 0.9, 'e': 0.0007673351487618926}",20,6,27.511878607432987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7170,False,"{'a': 0.9, 'e': 0.0007665678136131308}",30,23,11.579301756010135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7171,False,"{'a': 0.9, 'e': 0.0007658012457995177}",30,22,14.241831459366018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7172,False,"{'a': 0.9, 'e': 0.0007650354445537181}",20,7,26.46848682157275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7173,False,"{'a': 0.9, 'e': 0.0007642704091091644}",30,8,38.160326972670234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7174,False,"{'a': 0.9, 'e': 0.0007635061387000553}",20,12,15.386574362880694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7175,False,"{'a': 0.9, 'e': 0.0007627426325613552}",20,3,29.75702235138214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7176,False,"{'a': 0.9, 'e': 0.0007619798899287938}",25,18,14.241525310316309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7177,False,"{'a': 0.9, 'e': 0.000761217910038865}",25,13,23.496965369234502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7178,False,"{'a': 0.9, 'e': 0.0007604566921288262}",20,0,30.845597464831854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7179,False,"{'a': 0.9, 'e': 0.0007596962354366973}",20,15,9.107342531284418,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7180,False,"{'a': 0.9, 'e': 0.0007589365392012607}",25,11,25.198312845095597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7181,False,"{'a': 0.9, 'e': 0.0007581776026620594}",30,20,23.27676428374812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7182,False,"{'a': 0.9, 'e': 0.0007574194250593974}",25,17,15.661812256531613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7183,False,"{'a': 0.9, 'e': 0.0007566620056343379}",30,18,24.856965504135744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7184,False,"{'a': 0.9, 'e': 0.0007559053436287036}",30,9,32.87981748233385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
7185,False,"{'a': 0.9, 'e': 0.0007551494382850749}",20,10,19.65984837035735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7186,False,"{'a': 0.9, 'e': 0.0007543942888467898}",35,21,26.629071234663755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7187,False,"{'a': 0.9, 'e': 0.000753639894557943}",20,11,15.354224778412828,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7188,False,"{'a': 0.9, 'e': 0.000752886254663385}",25,12,21.32174295677335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7189,False,"{'a': 0.9, 'e': 0.0007521333684087217}",25,17,14.547135216762978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7190,False,"{'a': 0.9, 'e': 0.0007513812350403129}",25,19,11.40030230700273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7191,False,"{'a': 0.9, 'e': 0.0007506298538052726}",25,12,27.84003952328582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7192,False,"{'a': 0.9, 'e': 0.0007498792239514674}",30,22,15.514261283962405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7193,False,"{'a': 0.9, 'e': 0.0007491293447275159}",30,24,11.477649911560691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7194,False,"{'a': 0.9, 'e': 0.0007483802153827884}",25,13,22.372155987065202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7195,False,"{'a': 0.9, 'e': 0.0007476318351674056}",30,15,27.156112661757355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7196,False,"{'a': 0.9, 'e': 0.0007468842033322382}",25,14,20.04440107651053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7197,False,"{'a': 0.9, 'e': 0.0007461373191289059}",20,16,6.160131077037205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7198,False,"{'a': 0.9, 'e': 0.0007453911818097771}",35,17,30.516710501236748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7199,False,"{'a': 0.9, 'e': 0.0007446457906279672}",20,11,17.031099567749102,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7200,False,"{'a': 0.9, 'e': 0.0007439011448373393}",20,12,17.74629059721724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7201,False,"{'a': 0.9, 'e': 0.000743157243692502}",30,19,21.85099076305524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7202,False,"{'a': 0.9, 'e': 0.0007424140864488094}",20,0,31.38566133470896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7203,False,"{'a': 0.9, 'e': 0.0007416716723623606}",20,15,9.597690974505891,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7204,False,"{'a': 0.9, 'e': 0.0007409300006899983}",25,13,25.5372381887714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7205,False,"{'a': 0.9, 'e': 0.0007401890706893083}",25,15,19.96691532618171,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7206,False,"{'a': 0.9, 'e': 0.000739448881618619}",20,8,19.01798453399846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7207,False,"{'a': 0.9, 'e': 0.0007387094327370004}",25,5,33.4036615691079,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7208,False,"{'a': 0.9, 'e': 0.0007379707233042634}",30,8,39.51647819267337,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7209,False,"{'a': 0.9, 'e': 0.0007372327525809591}",20,6,27.418053016233525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7210,False,"{'a': 0.9, 'e': 0.0007364955198283781}",20,11,18.206119471603056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7211,False,"{'a': 0.9, 'e': 0.0007357590243085497}",20,14,10.764678191902474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7212,False,"{'a': 0.9, 'e': 0.0007350232652842412}",25,11,27.111636786133605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7213,False,"{'a': 0.9, 'e': 0.000734288242018957}",25,0,37.61052051816304,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7214,False,"{'a': 0.9, 'e': 0.000733553953776938}",35,21,24.376062958083097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7215,False,"{'a': 0.9, 'e': 0.000732820399823161}",30,4,38.680570622082044,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
7216,False,"{'a': 0.9, 'e': 0.000732087579423338}",35,25,22.79243203473392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7217,False,"{'a': 0.9, 'e': 0.0007313554918439146}",25,12,25.549239052291025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7218,False,"{'a': 0.9, 'e': 0.0007306241363520706}",20,6,27.301924872893263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7219,False,"{'a': 0.9, 'e': 0.0007298935122157186}",20,11,16.45710846568679,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7220,False,"{'a': 0.9, 'e': 0.0007291636187035028}",20,14,12.231842868254184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7221,False,"{'a': 0.9, 'e': 0.0007284344550847994}",35,22,25.366140577252825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7222,False,"{'a': 0.9, 'e': 0.0007277060206297146}",20,0,33.024351522384606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7223,False,"{'a': 0.9, 'e': 0.0007269783146090849}",20,12,17.288933465907576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7224,False,"{'a': 0.9, 'e': 0.0007262513362944758}",20,0,30.178594680315445,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7225,False,"{'a': 0.9, 'e': 0.0007255250849581813}",25,9,26.034096631931725,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7226,False,"{'a': 0.9, 'e': 0.0007247995598732231}",25,10,29.256054262092864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7227,False,"{'a': 0.9, 'e': 0.0007240747603133498}",20,12,14.965640812544429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7228,False,"{'a': 0.9, 'e': 0.0007233506855530365}",20,14,10.952190764641097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7229,False,"{'a': 0.9, 'e': 0.0007226273348674835}",25,16,18.15960431186536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7230,False,"{'a': 0.9, 'e': 0.000721904707532616}",25,18,13.740296408819875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7231,False,"{'a': 0.9, 'e': 0.0007211828028250834}",25,15,21.66004279433129,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7232,False,"{'a': 0.9, 'e': 0.0007204616200222583}",20,7,20.574254215527276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7233,False,"{'a': 0.9, 'e': 0.0007197411584022361}",20,10,19.50808693987774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7234,False,"{'a': 0.9, 'e': 0.0007190214172438338}",20,13,12.92384372998887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7235,False,"{'a': 0.9, 'e': 0.00071830239582659}",25,15,18.277906328776503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7236,False,"{'a': 0.9, 'e': 0.0007175840934307634}",20,14,10.807352466876438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7237,False,"{'a': 0.9, 'e': 0.0007168665093373326}",20,0,30.20694554826045,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7238,False,"{'a': 0.9, 'e': 0.0007161496428279953}",35,22,29.42889766886536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7239,False,"{'a': 0.9, 'e': 0.0007154334931851673}",20,8,25.01978733303333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7240,False,"{'a': 0.9, 'e': 0.0007147180596919821}",30,8,40.60743460315938,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7241,False,"{'a': 0.9, 'e': 0.0007140033416322901}",25,16,18.304239716719326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7242,False,"{'a': 0.9, 'e': 0.0007132893382906578}",30,16,25.482881928437582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7243,False,"{'a': 0.9, 'e': 0.0007125760489523671}",25,13,20.302129450091925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7244,False,"{'a': 0.9, 'e': 0.0007118634729034149}",20,13,13.309533600848038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7245,False,"{'a': 0.9, 'e': 0.0007111516094305114}",20,11,14.35928697492824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7246,False,"{'a': 0.9, 'e': 0.0007104404578210809}",35,19,26.81677587114762,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7247,False,"{'a': 0.9, 'e': 0.0007097300173632598}",25,8,29.934737822614874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7248,False,"{'a': 0.9, 'e': 0.0007090202873458965}",25,15,20.486878328028887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7249,False,"{'a': 0.9, 'e': 0.0007083112670585506}",20,12,15.306961786490001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7250,False,"{'a': 0.9, 'e': 0.0007076029557914921}",25,8,29.758090804609424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7251,False,"{'a': 0.9, 'e': 0.0007068953528357007}",25,14,18.460890956685702,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7252,False,"{'a': 0.9, 'e': 0.0007061884574828649}",30,15,29.090158928085565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7253,False,"{'a': 0.9, 'e': 0.0007054822690253821}",20,6,24.764424746179692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7254,False,"{'a': 0.9, 'e': 0.0007047767867563566}",20,10,18.458400296858624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7255,False,"{'a': 0.9, 'e': 0.0007040720099696003}",20,11,19.39246397621595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7256,False,"{'a': 0.9, 'e': 0.0007033679379596307}",25,15,18.305746760218508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7257,False,"{'a': 0.9, 'e': 0.0007026645700216711}",25,15,18.248827748707726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7258,False,"{'a': 0.9, 'e': 0.0007019619054516494}",25,20,9.397870704706678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7259,False,"{'a': 0.9, 'e': 0.0007012599435461977}",30,13,31.056861409755115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7260,False,"{'a': 0.9, 'e': 0.0007005586836026516}",20,3,31.50765444527427,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7261,False,"{'a': 0.9, 'e': 0.0006998581249190489}",20,8,22.540226873118055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7262,False,"{'a': 0.9, 'e': 0.0006991582667941298}",20,12,14.400009009352447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7263,False,"{'a': 0.9, 'e': 0.0006984591085273357}",25,11,30.23714010768941,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7264,False,"{'a': 0.9, 'e': 0.0006977606494188084}",25,15,18.247473508539084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7265,False,"{'a': 0.9, 'e': 0.0006970628887693896}",20,9,20.088379053173185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7266,False,"{'a': 0.9, 'e': 0.0006963658258806202}",20,16,5.811685107150678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7267,False,"{'a': 0.9, 'e': 0.0006956694600547395}",30,22,14.701828864896582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7268,False,"{'a': 0.9, 'e': 0.0006949737905946849}",20,6,26.652185929520087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7269,False,"{'a': 0.9, 'e': 0.0006942788168040902}",25,11,26.6729440014473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7270,False,"{'a': 0.9, 'e': 0.000693584537987286}",20,13,11.3913780050503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7271,False,"{'a': 0.9, 'e': 0.0006928909534492987}",25,10,23.856817639006632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7272,False,"{'a': 0.9, 'e': 0.0006921980624958495}",30,8,35.67389212025186,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7273,False,"{'a': 0.9, 'e': 0.0006915058644333536}",20,11,16.7832997489826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7274,False,"{'a': 0.9, 'e': 0.0006908143585689202}",20,7,24.75722316381342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7275,False,"{'a': 0.9, 'e': 0.0006901235442103513}",30,17,24.462172357727333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7276,False,"{'a': 0.9, 'e': 0.000689433420666141}",25,14,21.378737450896363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7277,False,"{'a': 0.9, 'e': 0.0006887439872454748}",25,15,20.86153173330183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7278,False,"{'a': 0.9, 'e': 0.0006880552432582293}",35,22,27.716770770942333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7279,False,"{'a': 0.9, 'e': 0.0006873671880149711}",20,9,20.596087457014246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7280,False,"{'a': 0.9, 'e': 0.0006866798208269561}",20,11,18.50892452735344,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7281,False,"{'a': 0.9, 'e': 0.0006859931410061292}",25,8,29.590852961425032,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
